url,name,abbr
http://www.insikapub.com/,International Journal of Basic and Applied Science,IBJAS
http://www.ijbmsp.org/index.php/IJBMSP/index,International Journal of Basic Medical Sciences and Pharmacy,IJBMSP
http://www.ijbsac.org/,International Journal of Basic Sciences and Applied Computing,IJBSAC
/International%20Journal%20of%20Basic%20Sciences%20and%20Applied%20Research%20(IJBSAR,International Journal of Basic Sciences and Applied Research,IJBSAR
http://www.ijobio.com/,International Journal of Bio,IJOBIO
https://www.ijbio.com/index.php/ijb,International Journal of Bioassays,
http://www.ijbpr.com/,International Journal of Biological & Pharmaceutical Research,IJBPR
http://www.ifgdg.org/index.php?option=com_content&view=featured&Itemid=564,International Journal of Biological and Chemical Sciences,IJBCS
http://www.ijbpas.com/,"International Journal of Biology, Pharmacy and Allied Sciences",IJBPAS
http://www.ijbs.org/HomePage.aspx,International Journal of Biomedical Science,
http://ijbsans.com/index.html,International Journal of Biosciences and Nanosciences,IJBSANS
http://www.ijbarr.com/,International Journal of Business and Administration Research Review,IJBARR
http://www.ijbcnet.com/,International Journal of Business and Commerce,
http://www.theijbm.com/,The International Journal of Business & Management,The IJBM
http://www.ijbmi.org/index.html,International Journal of Business and Management Invention,IJBMI
http://thejournalofbusiness.org/index.php/site,International Journal of Business and Social Research,
http://www.ijbmer.com/index.php,International Journal of Business Management and Economic Research,IJBMER
http://www.ijbmes.com/,International Journal of Business Management and Economic Studies,IJBMES
http://www.ijbmm.com/,International Journal of Business Marketing and Management,IJBMM
http://ijbemr.com/,International Journal of Business Quantitative Economics and Applied Management Research,
http://www.ijbts-journal.com/,International Journal of Business Tourism & Applied Sciences,
http://www.casestudiesjournal.com/,International Journal of Case Studies,
http://www.ijcps.com/,International Journal of Chemical and Pharmaceutical Sciences,IJCPS
http://www.ijcst.net/,International Journal of Chemical Science and Technology,IJCST
http://www.chemijournal.com/,International Journal of Chemical Studies,IJCS
http://ijcmes.com/,"International Journal of Civil, Mechanical and Energy Science",IJCMES
http://ijcdr.net/index.php,International Journal of Clinical and Diagnostic Research,IJCDR
http://ijcci.info/,International Journal of Clinical Cases and Investigations,IJCCI
http://www.iomcworld.com/ijcrimph/,International Journal of Collaborative Research on Internal Medicine & Public Health,IJCRIMPH
http://www.managejournal.com/,International Journal of Commerce and Management Research,
http://communicationandhealth.ro/,International Journal of Communication and Health,
http://www.ijcnis.org/,International Journal of Communication Networks and Information Security,IJCNIS
http://ijcrbs.com/index.php,International Journal of Comprehensive Research in Biological Sciences,IJCRBS
https://ijocaas.com/,International Journal of Computation and Applied Sciences,IJOCAAS
http://www.ijceronline.com/,International Journal of Computational Engineering Research,IJCER
http://www.ijcsme.com/,"International Journal of Computational Science, Mathematics and Engineering",IJCSME
http://ijcer.org/,International Journal of Computer & Electronics Research,IJCER
http://www.ijccer.org/,International Journal of Computer & Communication Engineering Research,IJCCER
http://www.ijcit.com/,International Journal of Computer and Information Technology,IJCIT
http://www.ijcaonline.org/,International Journal of Computer Applications,
http://www.ijcaet.net/,International Journal of Computer Application and Engineering Technology,IJCAET
http://www.caesjournals.org/,International Journal of Computer Applications in Engineering Sciences,IJCAES
http://www.ijcat.com/Default,International Journal of Computer Applications Technology and Research,IJCATR
http://www.ijcea.com/,International Journal of Computer Engineering & Applications,IJCEA
http://ijcert.org/,International Journal of Computer Engineering in Research Trends,IJCERT
http://www.ijcna.org/,International Journal of Computer Networks and Applications,IJCNA
http://ijcncs.org/,International Journal of Computer Networks and Communications Security,IJCNCS
http://www.ijcscs.org/,International Journal of Computer Science & Communication Security,IJCSCS
http://www.ijcsbi.org/index.php/ijcsbi,International Journal of Computer Science and Business Informatics,
http://www.ijcscn.com/,International Journal of Computer Science and Communication Networks,IJCSCN
https://sites.google.com/site/ijcsis/,International Journal of Computer Science and Information Security,
http://www.ijcsit.com/index.php,International Journal of Computer Science and Information Technologies,
http://www.ijcsmc.com/,International Journal of Computer Science and Mobile Computing,IJCSMC
http://ijcsn.org/,International Journal of Computer Science and Network,IJCSN
http://ijcsns.org/,International Journal of Computer Science and Network Security,IJCSNS
http://ijcsse.org/,International Journal of Computer Science and Software Engineering,IJCSSE
http://ijcst.com/,International Journal of Computer Science and Technology,IJCST
http://www.ijcst.org/,International Journal of Computer Science and Telecommunications,IJCST
http://www.ijcse.net/index.php,International Journal of Computer Science Engineering,IJCSE
http://ijcset.net/,International Journal of Computer Science Engineering and Technology,IJCSET
http://ijcsits.org/,"International Journal of Computer Science, Information Technology, & Security",IJCSITS
http://ijcsi.org/index.php,International Journal of Computer Science Issues,
http://www.ijcstjournal.org/,International Journal of Computer Science Trends and Technology,IJCST
http://www.ijcsonline.com/,International Journal of Computer Systems,IJCS
http://www.ijcta.com/index.php,International Journal of Computer Technology and Applications,IJCTA
http://www.ijctee.org/,International Journal of Computer Technology and Electronics Engineering,IJCTEE
http://www.meacse.org/ijcar/,International Journal of Computing Academic Research,IJCAR
http://www.ijccr.com/,International Journal of Computing and Corporate Research,IJCCR
http://ijcsit.org/,International Journal of Computing Science and Information Technology,IJCSIT
http://jocponline.com/,International Journal of Conference Proceedings,
http://ijcas.net/,International Journal of Contemporary Applied Sciences,IJCAS
http://www.ijcmr.com/,International Journal of Contemporary Medical Research,IJCMR
http://ijcrr.in/index.php/ijcrr,International Journal of Contemporary Research and Review,IJCRR
http://ijcem.in/,International Journal of Core Engineering and Management,IJCEM
http://journalijcar.org/,International Journal of Current Advanced Research,
http://www.journalijcas.com/,International Journal of Current Agricultural Sciences,IJCAR
/International%20Journal%20of%20Current%20Business%20and%20Social%20Sciences%20(IJCBSS,International Journal of Current Business and Social Sciences,IJCBSS
http://www.journalijces.com/,International Journal of Current Engineering Sciences,IJCES
http://journalijcir.com/,International Journal of Current Innovation Research ,IJCIR
http://journalcmpr.com/,International Journal of Current Medical and Pharmaceutical Research,CMPR
http://journalijcmes.com/,International Journal of Current Medical Sciences,
http://www.ijcmas.com/,International Journal of Current Microbiology and Applied Sciences,
http://international%20journal%20of%20current%20multidisciplinary%20studies/,International Journal of Current Multidisciplinary Studies,
http://ijcpr.com/,International Journal of Current Pharmaceutical Review and Research,
http://www.journalcra.com/,International Journal of Current Research,
http://www.ijcrar.com/,International Journal of Current Research and Academic Review,IJCRAR
http://www.ijcrr.com/current_issue.html,International Journal of Current Research and Review,
http://www.ijcrcps.com/,International Journal of Current Research in Chemistry and Pharmaceutical Sciences,IJCRCPS
http://www.ijcrls.com/,International Journal of Current Research in  Life Sciences,IJCRLS
http://www.ijcrm.com/,International Journal of Current Research in Multidisciplinary,IJCRM
http://currentsciencejournal.info/index.html,International Journal of Current Science,
http://www.journalijcst.com/,International Journal of Current Science and Technology,
http://www.ijdhs.com/home.html,International Journal of Dental and Health Sciences,
http://dermatopathologyjournal.com/,International Journal of Dermatopathology and Surgery,IJDS
http://isdsnet.com/journal.html,International Journal of Development and Sustainability,IJDS
http://www.journalijdr.com/,International Journal of Development Research,
http://ijdcn.co.in/,International Journal of Digital Communication and Networks,IJDCN
http://www.ijodls.in/,International Journal of Digital Library Services,IJODLS
http://www.ijddr.in/,International Journal of Drug Development and Research,IJDDR
http://www.ijecse.com/,International Journal of E-Computer Science Evolution,
http://www.ijsse.org/index.php?option=com_content&view=article&id=548&Itemid=82,International Journal of Economics and Finance,IJEF
http://www.ijeronline.com/,International Journal of Economics and Research,
http://ijecm.co.uk/,"International Journal of Economics, Commerce and Management",IJECM
http://www.ejournalofbusiness.org/,"International Journal of Economics, Finance and Management",
http://ijear.org/,International Journal of Education and Applied Research,IJEAR
http://ijepr.org/,International Journal of Education and Psychological Research,IJEPR
http://www.ijern.com/index.php,International Journal of Education and Research,
http://www.ijessnet.com/,International Journal of Education and Social Science,IJESS
https://sites.google.com/site/tijepa2012/home,The International Journal of Educational and Psychological Assessment,
http://www.ijeionline.com/,International Journal of Educational Investigations,IJEI
http://www.arresearchpublication.com/,International Journal of Electrical and Electronics Engineers,IJEEE
http://eecjournal.com/,"International Journal of Electrical, Electronics and Computers",EEC Journal
http://www.ijeemc.com/,"International Journal of Electrical, Electronics and Mechanical Controls",IJEEMC
http://www.ijoee.org/,International Journal of Electrical Energy,IJOEE
http://www.electrochemsci.org/,International Journal of Electrochemical Science,
http://iject.org/,International Journal of Electronics & Communication Technology,IJECT
http://ijeie.jalaxy.com.tw/,International Journal of Electronics and Information Engineering,IJEIE
http://www.ijecce.org/,International Journal of Electronics Communication and Computer Engineering,
http://www.ijecct.org/index.htm,International Journal of Electronics Communication and Computer Technology,IJECCT
http://www.ijeert.org/,International Journal of Emerging Engineering Research and Technology,IJEERT
http://www.ermt.net/,International Journal of Emerging Research in Management and Technology,IJERMT
http://www.ijese.org/,International Journal of Emerging Science and Engineering,IJESE
http://ijes.info/index.html,International Journal of Emerging Sciences,IJES
http://www.jetir.org/,International Journal of Emerging Technologies and Innovative Research,JETIR
http://www.ijetr.org/,International Journal of Emerging Technology & Research,IJETR
http://www.ijetae.com/index.html,International Journal of Emerging Technology and Advanced Engineering,
http://www.ijetee.org/,International Journal of Emerging Trends in Electrical and Electronics,IJETEE
http://ijetps.com/,International Journal of Emerging Trends in Pharmaceutical Sciences,IJETPS
http://www.ijoetr.com/,International Journal of Emerging Trends in Research,IJOETR
http://igmpublication.org/ijetst.in/,International Journal of Emerging Trends in Science and Technology,IJETST
http://www.journal-enertech.eu/,International Journal of Energy & Technology,
http://international%20journal%20of%20energy%20and%20water%20resources%20%28ijewr%29/,International Journal of Energy and Water Resources,IJEWR
http://www.ijesr.org/,International Journal of Engineering & Science Research,IJESR
https://www.ijeart.com/,International Journal of Engineering and Advanced Research Technology,IJEART
http://www.ijeat.org/,International Journal of Engineering and Advanced Technology,IJEAT
http://eaas-journal.org/,International Journal of Engineering and Applied Sciences,
http://www.ijeas.org/,International Journal of Engineering and Applied Sciences,
http://www.ijecs.in/,International Journal of Engineering and Computer Science,IJECS
http://ijeit.com/index.php,International Journal of Engineering and Innovative Technology,IJEIT
http://www.ijemr.net/,International Journal of Engineering and Management Research,IJEMR
http://www.theijes.com/,International Journal of Engineering and Science,
http://www.ijesi.org/index.html,International Journal of Engineering and Science Invention,IJESI
http://www.iet-journals.org/,International Journal of Engineering & Technology,IJET
http://www.ijetch.org/,International Journal of Engineering and Technology,IJET
http://www.ijeast.com/,International Journal of Engineering Applied Science and Technology,IJEAST
http://ijea.jctjournals.com/,International Journal of Engineering Associates,IJEA
http://www.ijedr.org/index.php,International Journal of Engineering Development and Research,IJEDR
http://ijeir.org/,International Journal of Engineering Innovations and Research,IJEIR
http://www.ijeijournal.com/index.html,International Journal of Engineering Inventions,IJEI
http://ijemcs.in/index.php/ijemcs,International Journal of Engineering Maths and Computer Science,
http://www.ijer.in/ijer/,International Journal of Engineering Research,
http://www.ijera.com/index.html,International Journal of Engineering Research and Applications,IJERA
http://ijercs.in/,International Journal of Engineering Research and Computer Science,IJERCS
http://www.ijerd.com/,International Journal of Engineering Research and Development,IJERD
http://www.ijergs.org/,International Journal of Engineering Research and General Science,iJERGS
https://www.ijerm.com/,International Journal of Engineering Research & Management,IJERM
http://www.ijoer.com/,International Journal of Engineering Research & Science,IJOER
http://www.ijerst.com/index.php,International Journal of Engineering Research and Science & Technology,IJERST
https://www.ijert.org/,International Journal of Engineering Research & Technology,IJERT
http://www.ijerms.com/,International Journal of Engineering Researches and Management Studies,IJERMS
http://ijesat.org/,International Journal of Engineering Science & Advanced Technology,
http://ijesc.org/,International Journal of Engineering Science and Computing,IJESC
http://ijesar.in/home/index,International Journal of Engineering Science and Generic Research,IJESAR
http://www.ijesit.com/,International Journal of Engineering Science and Innovative Technology,IJESIT
http://www.ijest-ng.com/,"International Journal of Engineering, Science and Technology",
http://www.ijesird.com/,International Journal of Engineering Science Invention-Research & Development,IJESIRD
http://www.ijesrt.com/index.html,International Journal of Engineering Sciences & Research Technology,IJESRT
http://www.ijesmr.com/,International Journal of Engineering Sciences & Management,IJESMR
http://www.ijetmr.com/index.html,International Journal of Engineering Technologies and Management Research,IJETMR
http://ijetcr.org/,International Journal of Engineering Technology and Computer Research,IJETCR
http://ijetm.org/,International Journal of Engineering Technology and Management,IJETM
http://www.ijetsi.org/,International Journal of Engineering Technology and Scientific Innovation,IJETSI
http://www.ijetmas.com/,"International Journal of Engineering Technology, Management and Applied Sciences",IJETMAS
http://www.ijetajournal.org/,International Journal of Engineering Trends and Applications,IJETA
http://ijettjournal.org/,International Journal of Engineering Trends and Technology,IJETT
http://ijee.org/,International Journal of English and Education,
http://eltsjournal.org/,International Journal of English Language & Translation Studies,IJ-ELTS
http://ijellh.com/,"International Journal of English Language , Literature & Humanities",IJELLH
http://www.ijelr.in/,"International Journal of English Language, Literature and Translation Studies",
http://www.englishresearchjournal.com/,International Journal of English Research,
http://www.ijecbs.com/,International Journal of Enterprise Computing and Business Systems,IJECBS
http://benjapan.org/ije/,International Journal of Environment,
http://www.ijoear.com/,International Journal of Environmental & Agriculture Research,
http://ijeab.com/,"International Journal of Environment, Agriculture and Biotechnology",IJEAB
http://www.ijesd.org/,International Journal of Environmental Science and Development,IJESD
http://ijfas.com/,International Journal of Farming and Allied Sciences,
http://www.faunajournal.com/,International Journal of Fauna and Biological Studies,IJFBS
http://www.fisheriesjournal.com/,International Journal of Fisheries and Aquatic Studies,
http://www.ijfans.com/index.php,International Journal of Food and Nutritional Sciences,IJFANS
http://www.bma.org.in/IJFAS.aspx,International Journal of Fundamental & Applied Sciences,
http://ijgc.jalaxy.com.tw/,International Journal of Global Communications,IJGC
http://journalglobalideas.com/,International Journal of Global Ideas,IJGI
http://www.ijgovernance.com/,International Journal of Governance,
http://www.ijghc.com/,International Journal of Green and Herbal Chemistry,IJGHC
http://www.ijhr.org/,International Journal of Health Research,
http://ijhrmims.com/index.php,International Journal of Health Research in Modern Integrated Medical Sciences,IJHRMIMS
http://www.ijhsr.org/,International Journal of Health Sciences and Research,
http://www.florajournal.com/,International Journal of Herbal Medicine,
http://www.hindijournal.com/,International Journal of Hindi Research,
http://newhistoryjournal.com/,"International Journal of History, Arts and Culture",IJHAC
http://www.homesciencejournal.com/board.html,International Journal of Home Science,
http://www.ijsse.org/index.php?option=com_content&view=article&id=69&Itemid=68,International Journal of Human Resource and Procurement,IJHRP
http://www.j-humansciences.com/,International Journal of Human Sciences,
http://www.ijhcs.com/index.php/ijhcs,International Journal of Humanities and Cultural Studies,IJHCS
http://www.ijhssi.org/,International Journal of Humanities and Social Science Invention,IJHSSI
http://www.socialresearchjournals.com/,International Journal of Humanities and Social Science Research,
http://www.theijhss.com/,The International Journal of Humanities & Social Studies,
http://aajhss.org/index.php/ijhss/index,International Journal of Humanities & Social Sciences,JHSS
http://humanitiesjournal.info/index.php/ijhr/,International Journal of Humanities and Religion,
http://ijheps.org/,"International Journal of Humanities, Engineering and Pharmaceutical Sciences",
http://ijip.in/,International Journal of Indian Psychology,
http://esjournals.org/index.php,International Journal of Information and Communication Technology Research,
http://www.ijictt.ictt.info/,International Journal of Information and Communication Technology Trends,IJICTT
http://www.ijiet.org/,International Journal of Information and Education Technology,IJIET
http://www.spoars.org/journal/,International Journal of Information Research,
http://www.ijirr.com/,International Journal of Information Research and Review,IJIRR
http://www.ijss.in/,International Journal of Information Sources and Services: A Research Journal in Library Science ,IJSS
http://www.jitbm.com/,International Journal of Information Technology & Business Management,
http://ijitcs.com/,International Journal of Information Technology & Computer Science,IJITCS
http://www.iteejournal.org/,International Journal of Information Technology and Electrical Engineering,ITEE
http://ijifr.com/,International Journal of Informative and Futuristic Research,IJIFR
http://www.ijires.org/,International Journal of Innovation and Research in Educational Sciences,IJIRES
http://www.ijism.org/,International Journal of Innovation in Science and Mathematics,IJISM
http://www.journalijir.com/,International Journal of Innovation Research,IJIR
http://ijiet.com/,International Journal of Innovations in Engineering and Technology,IJIET
http://www.ijiert.org/,International Journal of Innovations in Engineering Research and Technology,IJIERT
http://www.ijisr.com/,International Journal of Innovation Science and Research,IJISR
http://journalijiar.com/,International Journal of Innovative and Applied Research,IJIAR
http://ijiere.com/,International Journal of Innovative and Emerging Research in Engineering,IJIERE
http://ijicse.in/,International Journal of Innovative Computer Science & Engineering,IJICSE
http://www.ijicr.com/,International Journal of Innovative Concepts in Research,IJICR
http://www.publishtopublic.com/,International Journal of Innovative Ideas,
http://www.auamii.com/journal.html,International Journal of Innovative Interdisciplinary Research,
http://www.ijipr.com/,International Journal of Innovative Pharmaceutical Research,IJIPR
http://www.ijiras.com/,International Journal of Innovative Research & Advanced Studies,IJIRAS
http://www.ijirct.org/index.php,International Journal of Innovative Research and Creative Technology,IJIRCT
http://www.ijird.com/,International Journal of Innovative Research and Development,
http://www.ijirs.com/,International Journal of Innovative Research and Studies,
http://ijirae.com/,International Journal of Innovative Research in Advanced Engineering,IJRAE
http://www.ijircce.com/,International Journal of Innovative Research in Computer and Communication Engineering,IJIRCCE
http://www.ijireeice.com/,"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering",IJIREEICE
http://www.ijircst.org/,International Journal of Innovative Research in Computer Science & Technology,IJIRCST
http://ijirmps.com/,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,IJIRMPS
http://www.ijirem.org/IJIREM/Home.aspx,International Journal of Innovative Research in Engineering and Management,IJIREM
http://ijirms.in/,International Journal of Innovative Research in Medical Science,IJIRMS
http://www.ijirse.in/index.html,International Journal of Innovative  Research in Science and Engineering,IJIRSE
http://www.ijirset.com/,"International Journal of Innovative Research in Science, Engineering and Technology",IJIRSET
http://www.ijirt.org/index.php,International Journal of Innovative Research in Technology,IJIRT
http://www.ijirts.org/,International Journal of Innovative Research in Technology & Science,IJIRTS
http://www.ijiset.com/,International Journal of Innovative Science Engineering and Technology,IJISET
http://www.ijisme.org/,International Journal of Innovative Science and Modern Engineering,IJISME
http://ijisset.org/,International Journal of Innovative Studies in Sciences and Engineering Technology,IJISSET
http://ijitech.org/index.php,International Journal of Innovative Technologies,IJIT
http://www.ijitee.org/,International Journal of Innovative Technology and Exploring Engineering,IJITEE
http://www.ijitr.com/,International Journal of Innovative Technology and Research,
http://www.ijite.com/,International Journal of Innovative Trends in Engineering,IJITE
http://ijicar.net/,International Journal of Integrated Computer Applications & Research,IJICAR
http://www.ijoimr.com/,International Journal of Integrated Medical Research,IJOIMR
http://www.ijims.com/current.php,International Journal of Interdisciplinary and Multidisciplinary Studies,IJIMS
http://ijirssc.in/site/,"International Journal of Interdisciplinary Research in Science, Society and Culture",IJIRSSC
http://www.iijsr.org/,International Journal of Interdisciplinary Scientific Research,
http://www.ijips.net/,International Journal of Inventions in Pharmaceutical Sciences,IJIPS
http://www.ijies.org/,International Journal of Inventive Engineering and Sciences,IJIES
http://ijkie.org/index.html,"The International Journal of Knowledge, Innovation and Entreprenurship",
http://www.khatesefid.com/journal/index.html,International Journal of Language and Applied Linguistics,IJLAL
http://www.ijllalw.org/,International Journal of Language Learning and Applied Linguistics World,
http://www.intjls.com/,International Journal of Language Sciences,IntJLS
http://www.ijlll.org/,"International Journal of Languages, Literature and Linguistics",IJLLL
http://www.ijlrec.com/,International Journal of Latest Research in Engineering and Computing,IJLREC
http://www.ijlret.com/,International Journal of Latest Research in Engineering and Technology,IJLRET
http://www.ijltemas.in/,"International Journal of Latest Technology in Engineering, Management & Applied Science",IJLTEMAS
http://www.ijltet.org/,International Journal of Latest Trends in Engineering and Technology,IJLTET
http://www.ijltest.org/,"International Journal of Latest Trends in Engineering, Science and Technology",IJLTEST
http://ijlljs.in/,International Journal of Law and Legal Jurisprudence Studies,IJllJS
http://ijlms.in/,International Journal of Law and Management Studies,IJLMS
http://www.lawresearchjournal.com/,International Journal of Law Research,
http://www.ijlter.org/index.php/ijlter/index,"International Journal of Learning, Teaching and Educational Research",
http://www.ijlass.org/,International Journal of Liberal Arts & Social Science [last word also appears as “Sciences”],
http://www.ijlpr.com/,International Journal of Life science and Pharma Research,
http://www.ijlbpr.com/index.php,International Journal of Life Sciences Biotechnology and Pharma Research,IJLBPR
http://ijlssr.com/,International Journal of Life-Sciences Scientific Research,IJLSSR
http://www.ijlsns.com/,"International Journal of Linguistics, Social and Natural Sciences",
http://www.scopemed.org/?jid=68/,International Journal of Livestock Research,
http://www.theijm.com/,The International Journal of Management,
http://iaajs.com/ijmae/,"International Journal of Management, Accounting & Economics",IJMAE / IJMA
http://ijmbs.com/,International Journal of Management and Business Studies,IJMBS
http://ijmr.humanjournals.com/,International Journal of Management and Research,IJMR
http://ijmsrr.com/,International Journal of Management and Social Science Research Review,IJMSRR
http://www.ijmess.com/index.php,"International Journal of Management, Economics and Social Sciences",IJMESS
http://www.ijmrbs.com/,International Journal of Management Research and Business Strategy,IJMRBS
http://ijmrr.com/,International Journal of Management Research and Review,IJMRR
http://www.ijmsbr.com/,International Journal of Management Sciences and Business Research,IJMSBR
http://www.ijma.info/index.php/ijma,International Journal of Mathematical Archive,IJMA
http://www.ijmrs.org/,International Journal of Mathematical Research & Science,
http://ijmsa.yolasite.com/,International Journal of Mathematical Sciences & Applications,IJMSA
http://ijmcr.in/index.php,International Journal of Mathematics And Computer Research,IJMCR
http://www.ijmsc.com/index.php/ijmsc/index,International Journal of Mathematics and Soft Computing,IJMSC
http://www.ijmsi.org/index.html,International Journal of Mathematics and Statistics Invention,IJMSI
http://igmpublication.org/ijmeit/,International Journal of Mechanical Engineering and Information Technology,IJMEIT
http://www.medicalsjournals.com/,International Journal of Medical and Health Research,IJMHR
http://www.ijmhs.net/,International Journal Of Medical and Health Sciences,
http://www.scopemed.org/?jid=76,International Journal of Medical Research,
http://ijmrhs.com/,International Journal of Medical Research & Health Sciences,IJMRHS
http://www.ijmrr.in/Default.aspx?pageid=1,International Journal of Medical Research & Review,IJMRR
http://www.ijmrpsjournal.com/,International Journal of Medical Research and Pharmaceutical Sciences,IJMRPS
http://ijmrp.com/,International Journal of Medical Research Professionals,IJMRP
http://www.ijmse.com/,International Journal of Medical Science and Education,IJMSE
http://www.ijmsph.com/,International Journal of Medical Science and Public Health,IJMSPH
http://www.ijmsrp.com/,International Journal of Medical Science Research and Practice,IJMSRP
http://www.ijmshc.com/,International Journal of Medical Sciences and Health Care,IJMSHC
http://www.ijms.info/ojs/index.php/IJMS/index,International Journal of Medical Students,IJMS
http://www.ijmbonline.com/,International Journal of Medicine and Biosciences,
http://www.ijmedres.com/,International Journal of Medicobiologial Research,
http://www.medipharmsai.com/,International Journal of MediPharm Research,IJOMR
http://www.ijcasonline.com/,International Journal of Modern Chemistry and Applied Science,
http://www.ijmer.com/,International Journal of Modern Engineering Research,IJMER
https://www.ijmset.com/home.html,International Journal of Modern Sciences and Engineering Technology,IJMSET
http://dipterajournal.com/,International Journal of Mosquito Research,
http://ijmcr.com/,International Journal of Multidisciplinary and Current Research,IJMCR
http://www.ijmser.com/,International Journal of Multidisciplinary and Scientific Emerging Research,IJMSER
http://www.ijesm.com/,International Journal of Multidisciplinary and Scientific Emerging Research [alt],IJMSER
http://www.newresearchjournal.com/,International Journal of Multidisciplinary Education and Research,IJMER
http://www.ijmer.in/,International Journal of Multidisciplinary Educational Research,IJMER
http://www.ijomhs.org/,International Journal of Multidisciplinary Health Sciences,
http://allsubjectjournal.com/,International Journal of Multidisciplinary Research and Development,
http://www.journalijmri.com/,International Journal of Multidisciplinary Research and Information,
http://rdmodernresearch.org/,International Journal of Multidisciplinary Research and Modern Education,
http://journalmrr.com/,International Journal Of Multidisciplinary Research and Review,IJMRR
http://www.ijmdrr.com/,International Journal of Multidisciplinary Research Review,IJMDRR
http://www.ijmse.org/,International Journal of Multidisciplinary Sciences and Engineering,IJMSE
http://international%20journal%20of%20nanofluids%20and%20nanoparticles/,International Journal of Nanofluids and Nanoparticles,
http://ijns.jalaxy.com.tw/,International Journal of Network Security,IJNS
http://ijnst.jalaxy.com.tw/,International Journal of Network Service and Technologies,IJNST
http://www.ijniet.org/,International Journal of New Innovations in Engineering and Technology,IJNIET
http://www.ijntse.com/,International Journal of New Technologies in Science and Engineering,IJNTSE
https://www.ijntr.org/,International Journal of New Technology and Research,
http://www.ijtase.net/ojs/index.php/IJTASE,"International Journal of New Trends in Arts, Sports & Science Education",IJTASE
http://www.ijntps.org/,International Journal of Novel Trends in Pharmaceutical Sciences,IJNTPS
http://www.ijnonline.com/,International Journal of Nursing,
http://www.ijogr.com/,International Journal of Obstetrics and Gynaecology Research,IJOGR
http://ijohmr.com/,International Journal of Oral Health and Medical Research,IJOHMR
http://oncologyscience.com/,International Journal of Oncology Science,IJOS
http://www.orthopaper.com/,International Journal of Orthopaedics Sciences,IJOS
http://ijp.mums.ac.ir/,International Journal of Pediatrics,
http://www.ijpbs.net/index.html,International Journal of Pharma and Bio Sciences,IJPBS
http://www.ijppronline.in/,International Journal of Pharma Professional’s Research,
http://www.ijprsjournal.com/index.html,International Journal of Pharmaceutical & Research Science,IJPRS Journal
http://www.ijpba.in/index.php/ijpba,International Journal of Pharmaceutical and Biological Science Archive,IJPBA
http://www.pharmscidirect.com/,International Journal of Pharmaceutical and Biomedical Research,
http://ijpcr.com/,International Journal of Pharmaceutical and Clinical Research,
http://www.eijppr.com/,International Journal of Pharmaceutical and Phytopharmacological Research,eIJPPR
http://ijpqa.com/,International Journal of Pharmaceutical Quality Assurance and Pharmaceutical Analysis,
http://www.ijprajournal.com/index.html,International Journal of Pharmaceutical Research and Applications,IJPRA
http://www.ijprbs.com/,International Journal of Pharmaceutical Research and Bioscience,IJPRBS
http://www.ijprd.com/,International Journal of Pharmaceutical Research and Development,IJPRD
http://www.ijpsi.org/,International Journal of Pharmaceutical Science Invention,IJPSI
http://www.ijpsbm.com/,International Journal of Pharmaceutical Sciences and Business Management,
http://www.ijpsdr.com/index.htm,International Journal of Pharmaceutical Sciences and Drug Research,
http://www.ijpsr.com/index.html,International Journal of Pharmaceutical Sciences and Research,IJPSR
http://ijpsl.com/,International Journal of Pharmaceutical Sciences Letters,IJPSL
http://www.globalresearchonline.net/,International Journal of Pharmaceutical Sciences Review and Research,
http://www.ijphr.com/,International Journal of Pharmaceuticals and Health Care Research,IJPHR
http://www.ijpjournal.com/,International Journal of Pharmacognosy,IJP
http://ijppr.com/,International Journal of Pharmacognosy and Phytochemical Research,IJPPR
http://my.ejmanager.com/ijpp/,International Journal of Pharmacology and Physiology,IJPP
http://www.pharmascholars.com/,International Journal of Pharmacy,
http://www.ijpir.com/%20,International Journal of Pharmacy & Industrial Research,IJPIR
http://ijppr.humanjournals.com/,International Journal of Pharmacy and Pharmaceutical Research,IJPPR
http://www.ijppsjournal.com/,International Journal of Pharmacy and Pharmaceutical Sciences,Int J Pharm Pharm Sci
http://www.ijptonline.com/,International Journal of Pharmacy and Technology,IJPT
http://www.kheljournal.com/,"International Journal of Physical Education, Sports and Health",
https://www.ijphy.org/,International Journal of Physiotherapy,IJPHY
http://www.ijpaes.com/,"International Journal of Plant, Animal and Environmental Sciences",
http://www.ijpee.com/index.php/ijpee,International Journal of Power Electronics Engineering,
http://www.ijpera.com/,International Journal of Precious Engineering Research and Applications,IJPERA
http://ijppas.com/index.php,"International Journal of Printing, Packaging & Allied Sciences",IJPPAS
http://www.arees.org/journal/about-journal,International Journal of Psycho-Educational Sciences,
http://ijpbrjournal.com/,International Journal of Psychology and Behavioral Research,IJPBR
http://www.ijpes.com/,International Journal of Psychology and Educational Studies,IJPES
http://www.ijpab.com/,International Journal of Pure & Applied Bioscience,IJPAB
http://www.ijpaz.com/index.php/ijpaz,International Journal of Pure and Applied Zoology,IJPAZ
http://granthaalayah.com/index.html,International Journal of Research GRANTHAALAYAH,
http://www.ijramr.com/,International Journal of Recent Advances in Multidisciplinary Research,IJRAMR
http://www.ijrdet.com/index.php,International Journal of Recent Development in Engineering and Technology,IJRDET
